,title,content
10,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_122"")>","현정은 ""늘 곁에서 지켜주고 있다고 믿어""
현정은(왼쪽 세번째) 현대그룹 회장이 4일 경기도 하남시 창우동 선영에서 고(故) 정몽헌 회장 20주기 추모식을 진행하고 있다. 사진제공=현대그룹
고(故) 정몽헌 현대그룹 전 회장의 20주기를 맞아 4일 경기 하남시 창우동 선영에서 고인을 추모하는 행사가 열렸다. <br/> <br/><br/> 현대그룹에 따르면 이날 추모식은 아내인 현정은 회장과 계열사 사장단 등 임직원 70여명이 참석했다. <br/> <br/><br/> 올해는 20주기를 맞아 참배와 함께 추모비 제막식도 거행했다. 추모비에 새겨진 추모 문구는 생전 정몽헌 회장과 친분이 두터웠던 철학자 도올 김용옥 선생이 지어 의미를 더했다. <br/> <br/><br/> '영원한 청춘 몽헌을 추모함'으로 시작하는 비문은 ‘온 겨레의 함성을 등에 업고 거룩한 아버지의 세업, 그 빛을 따라 문학소년과도 같은 열정을 지니고 전문경영인으로 성장하여 현대그룹 회장의 직에 이르기까지 그 소임을 다하였다’는 문장으로 고인을 기리고 있다. 도올 선생은 지난 2003년 8월 정 전 회장 타계시 금강산 추모비문도 직접 써 주었다. <br/> <br/><br/> 현정은 회장은 “떠나신지 20년이 됐다는 게 믿기지 않을 만큼 지난한 시간이었다”며 “고 정주영 명예회장님과 고 정몽헌 회장이 늘 곁에서 지켜주고 응원해 주고 있다고 믿기에 우리 현대 가족들과 함께 앞으로 더욱 힘차게 전진해 나아가겠다”고 소회를 밝혔다. <br/> <br/><br/> 현대그룹은 이날 오후부터 2주 간 연지동 그룹 본사 사옥과 현대엘리베이(017800)터 충주공장 특별전시관에서 추모 사진전도 진행한다. 고인의 생애와 업적, 그가 그려온 현대정신과 미래비전이 132점의 사진으로 전시된다. 특히 고인이 생전에 사용한 수첩과 안경 등 희귀 유품 34점도 처음으로 공개한다. <br/> <br/><br/> 현정은 회장은 정몽헌 회장이 2003년 사망한 이후 매년 8월 4일 북한 금강산에서 추모 행사를 열었다. 2008년 금강산 관광이 중단된 이후에도 추모식은 계속 진행됐지만, 2016년 2월 이후로 중단됐다. <br/> <br/><br/> 2018년에는 북한이 방북을 승인해 금강산 추모식이 3년 만에 열렸다. 이후 중단됐다가 올해 정몽헌 전 회장 20주기 추모 행사를 금강산에서 열려고 했지만 북측이 거부해 무산됐다."
11,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_123"")>","대통령실 ""'尹 신당 창당설' 황당무계…대통령에 멘토는 없어""||""尹대통령, 대통령 된 이후 신평과 국정·정치 어떤 얘기도 나눈 바 없어""
여름휴가 중인 윤석열 대통령이 3일 경남 진해 해군기지에서 초계함 천안함을 상징하는 'PCC-722' 문구가 새겨진 모자와 천안함 티셔츠를 착용하고 군항을 둘러보고 있다. 연합뉴스
<br/><br/><br/><br/> <br/> <br/> 대통령실은 4일 일각에서 제기되는 윤석열 대통령의 ‘신당 창당설’에 대해 근거 없는 주장이라고 일축했다. 윤 대통령 멘토로 꼽히던 신평 변호사가 전날 한 라디오 프로그램에서 ""국민의힘이 수도권에서 거의 전멸하고, 전체 의석수도 지금보다 줄어든 결과가 나왔다""며 윤 대통령 신당 창당설을 제기한 데 따른 반박이다. <br/> <br/> 김은혜 홍보수석은 이날 서면 브리핑에서 ""'대통령의 멘토'라는 것은 황당한 이야기""라며 ""대통령은 기본적으로 오랜 공직 생활 때문에 공식 라인을 제외하고 사적인 관계에서 공적인 문제를 논의하는 것 자체를 금기시한다""고 말했다. <br/> <br/> 김 수석은 ""대통령은 대통령직을 맡은 이후 신평 씨와 국정이나 정치 문제에 대해 그 어떠한 이야기도 나눈 바 없다""며 ""국민들에게 혼란을 줄 수 있는 황당무계한 말이 다시는 나오지 않기를 바란다""고 밝혔다. <br/> <br/> 앞서 대통령실 관계자는 이와 관련, ""근거 없는 황당무계한 얘기""라며 ""윤 대통령은 국정에 매진 중이며, 신당 창당의 여력이 있으면 국정에 더욱 매진해야 한다""라고 말했다. 이어 ""반복적으로 황당무계한 얘기가 나오는 이유를 알 수 없다""며 ""대통령은 총선에 대한 것은 당에서 우선해서 할 일이라는 생각을 갖고 있다""며 ""대통령은 내각과 대통령실 참모, 공식 임명된 특보와 자문위원을 제외하면 멘토라는 게 없다""며 ""대통령은 사적으로 국정을 논의하지 않는다""고 설명했다."
12,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_124"")>","광주광역시가 오는 7일부터 광역위생매립장 2-2단계<사진>에 폐기물 반입을 시작한다. 광주광역시 제공
2040년까지 생활폐기물 매립...매립용량 197만㎥ <br/> <br/> <br/>【파이낸셜뉴스 광주=황태종 기자】광주광역시가 오는 7일부터 광역위생매립장 2-2단계에 폐기물 반입을 시작한다. <br/> <br/>4일 광주시에 따르면 지난 2019년부터 4년여간 총 335억원을 투입해 광역위생매립장 2-2단계 조성 공사를 추진해 지난 3월 21일 준공했다. <br/> <br/>2-2단계 매립용량은 197만㎥이다. 면적은 5만7000㎡으로, 축구장 면적의 8배 크기다. 오는 2040년까지 17년간 광주지역에서 발생하는 생활(계)폐기물을 매립한다. <br/> <br/>현재 사용하고 있는 남구 양과동에 있는 광역위생매립장은 총 매립면적 64만㎡(매립용량 948만㎥)로 지난 2005년부터 매립이 시작됐다. 광주시는 양과동 광역위생매립장의 장기간 사용에 따른 시설 노후를 감안해 단계별로 운영하고 있다. 1단계(2005~2013년/완료), 2-1단계(2014~2023년 6월), 2-2단계(2023년 7월~2040년), 3단계(2041~2068년) 등이다. <br/> <br/>한때 SRF(고형폐기물연료) 가동 중단으로 '쓰레기 대란'이 예고되기도 했지만, 시민들의 쓰레기 감량, 재활용품 분리배출 동참 등으로 2-1단계가 당초 예상보다 1년 이상 연장할 수 있었다. 이어 2-2단계 매립지가 정상 완공되면서 더 이상 쓰레기 매립 문제는 발생하지 않을 것으로 예상된다. <br/> <br/>올해 5월말 기준 광역위생매립장에 반입되는 생활폐기물은 하루 평균 516t으로 SRF 267t을 제외한 249t이 매립되고 있다. <br/> <br/>이정신 광주시 자원순환과장은 ""매립·소각·재활용 등 생활폐기물의 안정적 처리 기반을 조성하는 것은 도시를 유지하는 필수요건""이라며 ""변화된 정부 정책과 자체 처리 역량을 갖추는 일에 최선을 다하겠다""라고 말했다. <br/> <br/>한편 광주시는 폐기물관리법 시행규칙 개정에 따라 오는 2030년 가연성 생활폐기물 직매립 금지에 대비하고, 안정적이고 경제적인 처리대책의 하나로 신규 자원회수시설(소각) 설치사업을 추진하고 있다. 최근 입지공모 결과 6곳이 유치 신청을 했으며, 주민대표와 전문가 등으로 구성된 입지선정위원회를 통해 입지 선정 절차가 본격 진행될 예정이다."
13,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_125"")>","완전관해율 66.7%, 객관적 반응률 91.7%
앱클론(174900)의 키메릭 항원 수용체 T세포(CAR-T) 치료제 후보물질 ‘AT101’이 임상 1상에서 전체 시험 대상자 기준 완전관해율(CR) 66.7%와 객관적 반응률(ORR) 91.7%를 보였다. <br/> <br/><br/> 앱클론은 이 같은 내용의 AT101의 국내 임상 1상 결과를 수령했다고 4일 밝혔다. <br/> <br/><br/> 앱클론은 재발성 또는 불응성 B세포 비호지킨 림프종 환자 12명을 대상으로 AT101을 투여하는 임상 1상을 실시했다. 임상 1상에는 서울아산병원, 아주대병원, 울산대병원, 동아대병원이 참여했다. <br/> <br/><br/> 임상1상의 1차 목적은 AT101의 안전성과 내약성에 근거한 최대내약용량 및 임상 2상에서의 권장용량을 결정하는 것이다. 임상 1상은 용량 증량 디자인으로 저용량, 중용량, 고용량으로 나눠 진행했다. 그 결과 저·중·고용량 투여군 전체 시험 대상자 기준 완전관해율과 객관적 반응률은 각각 66.7%, 91.7%를 보였다. 중용량과 고용량 투여군만 놓고 보면 완전관해율은 83%, 객관적 반응율은 100%의 결과가 나타났다. 고용량 투여에서도 아직 최대 내약 용량에 도달하지 않았고, 안전성·내약성 면에서도 특이사항은 발생하지 않았다. <br/> <br/><br/> 회사 관계자는 “임상 1상을 통해 AT101의 높은 치료 효과를 확인하고 환자에 대한 안전성도 확보했다”면서 “임상2상은 최적의 투여 용량이 적용돼 진행되므로 1상보다 더욱 향상된 치료율을 기록할 수 있을 것으로 기대한다”고 말했다."
14,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_126"")>","사진=JTBC ‘웃는 사장’
‘웃는 식당’의 강율 식당이 새로운 도전에 나선다.<br/><br/>오는 6일 저녁 6시 40분에 방송하는 JTBC 예능 프로그램 ‘웃는 사장’(기획 장시원, 연출 서동길, 제작 스튜디오C1) 7회에서는 에이스 팀이었던 강율 식당이 위기에 몰리자 비장의 여름 신메뉴 콩국수를 개시한다.<br/><br/>지난 영업에서 이경규 식당이 여름 메뉴로 냉면을 개시하자 이번 영업에서 강율 식당 또한 여름 신메뉴로 콩국수를 준비해 이목을 끈다. 맛 보장은 확실한 베테랑 강율의 콩국수는 이경규 식당의 냉면처럼 여름 치트키가 될 수 있을지 기대감을 높인다.<br/><br/>영업 준비 전 윤박은 전단지 홍보를 하기 위해 가게를 나선다. 윤박은 전단지 홍보를 시작하기에 앞서 사장 강율 몰래 고객들을 위한 서비스를 추가한다. 과연 윤박이 준비한 이 이벤트는 매출에 어떤 영향을 미치게 할지 관심이 집중된다.<br/><br/>반면 강율과 윤현민은 영업 오픈 시간이 거의 다 되었음에도 주메뉴인 아란치니가 준비되지 않아 곤혹을 치른다. 결국 멘붕에 빠진 사장 강율은 실언을 뱉어 모두를 빵 터지게 했다는 후문이다. 끝내 준비를 마치지 못한 강율과 윤현민은 오픈과 동시에 아란치니를 만들어 전단지 홍보를 끝내고 돌아온 윤박을 당황케 한다고.<br/><br/>이번 영업에서는 오픈과 동시에 주문이 쏟아진다고 해 어떤 식당이 독점하게 될지 기대를 모은다. 벼랑 끝까지 위기에 몰린 강율 식당은 다시 1등 자리를 탈환할 수 있을지 또한 폐업 결정이 걸린 이번 영업의 집중 포인트다.<br/><br/>폐업 위기를 맞이한 강율 식당의 영업 5일 차 이야기는 오는 6일 저녁 6시 40분에 방송하는 ‘웃는 사장’ 7회에서 확인할 수 있다.<br/><br/>전자신문인터넷 이금준 기자 (aurum@etnews.com)"
15,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_127"")>","황일봉 5·18민주화운동부상자회장(왼쪽), 정성국 5·18민주화운동공로자회장. 5·18민주화운동부상자회 제공
오는 8월 15일 광복절 기념일을 앞두고 8·15 기념식 축사에 윤석열 대통령이 ‘5·18정신 헌법전문 수록’에 관한 언급이 나올지 시민들의 관심이 높아지고 있다. <br/> <br/> 지난 2021년 1월 5·18왜곡처벌법이 시행됐지만 일부 보수진영에선 5·18에 대한 왜곡과 혐오표현은 끊이지 않고 이어지고 있다. <br/> 대표적으로 전광훈 목사는 지난 5월 광주를 찾은 자리에서 “5·18은 북한 간첩 폭동”이라는 표현을 스스럼없이 써서 5·18단체들에게 고소를 당하기도 했다. <br/> <br/> 5·18민주화운동 등에 관한 특별법(5·18왜곡처벌법) 제8조는 ‘5·18민주화운동에 대한 허위의 사실을 유포하는 자는 5년 이하의 징역 또는 5000만원 이하의 벌금에 처한다’고 명시돼 있다. <br/> <br/> 문제는 5·18왜곡처벌법의 법률 적용 범위가 넓고 허위 사실 유포 증명이 어려워 실제 처벌 가능성에 대해 꾸준히 의문이 제기되고 있다. <br/> <br/> 사정이 이렇다보니 5·18왜곡에 대한 근본적인 해결방법은 ‘5·18정신 헌법전문 수록’이라는 것이 대다수 시민들의 생각이다. <br/> <br/> 앞서 윤석열 대통령은 국립5·18민주묘지에서 열린 기념식에 두 번 참석해 “오월의 정신은 자유민주주의 헌법 정신 그 자체이고 우리가 반드시 계승해야 할 소중한 자산”이라고 강조한 바 있다. <br/> <br/> 더 나아가 여당도 5·18정신 헌법전문 수록에는 동의하고 있지만 그 방식에 대해서는 이견이 있어 진전을 보지 못하고 있다. <br/> <br/> 더불어민주당은 내년 총선을 겨냥해 ‘원포인트 개헌’을 제안했지만 국민의힘은 원포인트 개헌도 국민투표를 해야 하는 사항이라 국민여론을 더 지켜보겠다는 입장이어서 합의점을 찾지 못하고 있다. <br/> <br/> 결국 이런 난관을 헤쳐 나가기 위해서는 다시 한 번 윤 대통령의 발언이 큰 힘으로 작용될 가능성이 높아 이번 8·15기념사에 광주 시민들의 눈길이 모아지고 있는 셈이다. <br/> <br/> 황일봉 5·18민주화운동부상자회장은 “여야는 물론 윤석열 대통령까지 5·18정신 헌법 수록을 언급하고 있는 시점에 이번 8·15 기념식 축사에서 대한민국의 민주주의를 위한 결단으로 한 번 더 5·18정신 헌법 수록하겠다는 약속을 해 주셨으면 좋겠다”라고 희망했다. <br/> <br/> 광주의 한 시민도 “광복절은 대한민국이 해방된 날이고 5·18은 민주주의가 해방된 날이니 대통령이 오월정신에 대해 다시 한 번 말씀해 주기를 바라는 심정이다”고 말했다. <br/><br/> <br/>광주=김선덕 기자 sdkim@segye.com"
16,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_128"")>","■ 진행 : 김영수 앵커, 엄지민 앵커 <br/>■ 출연 : 김진두 YTN 기상·재난 전문기자<br/><br/>* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 인용 시 [YTN 더뉴스] 명시해주시기 바랍니다.<br/><br/>[앵커] <br/>지금 우리나라뿐만 아니라 유럽이 굉장히 덥더라고요. 유럽 상황 어떻습니까? <br/><br/>[기자] <br/>유럽 같은 경우도 남유럽 같은 곳에 40도 가까운 폭염이 이어지지 않았습니까? 그러니까 엘니뇨의 영향으로 해서 북반구가 굉장히 무더운 날씨가 이어지는 거고 그게 지역만 달라지는 거죠. 북미에서 남부 유럽, 동부 유럽, 또 동아시아 지역까지 옮겨가고 있습니다. 그런데 문제는 북반구를 원래 여름이었습니다. 그런데 남반구는 겨울이거든요. 남반구가 겨울인데 30도를 넘는다면 겨울 기온이 30도가 된 겁니다. <br/><br/>그래픽으로 잠깐 보실까요? 제가 이걸 찾아놨는데. 이 상태가 어떤 거냐면 이게 지금 남부 유럽의 그림을 띄웠습니다. 보시면 굉장히 뜨거운 곳이 많죠. 브라질 같은 경우 지금 기온을 찍어보면 얼마가 나오냐면. 35도가 나옵니다. 겨울이죠. 그 아래쪽에 아르헨티나가 있는데 아래쪽에 아르헨티나가 있는데 몇 도입니까? 겨울철이니까 25도를 넘기가 상당히 어렵습니다. 대부분 20도 아래에 머무는 게 정상인데. <br/><br/>[앵커] <br/>117년 만에 가장 높은 기온이라고 합니다.<br/><br/>[기자] <br/>아르헨티나를 찍고 있는데 대부분 30도를 넘고 있다는 이야기죠. 그러니까 겨울철이 되어야 될 남미에서 30도를 넘는 기온이 겨울철에 나타나고 있다는 것이기 때문에 이번 엘니뇨로 인한 지구 전체에 열대야 현상이 얼마나 심각한지를 현재 이런 기온들로 알 수 있는 겁니다.<br/><br/><br/>대담 발췌 : 이은비 디지털뉴스팀 에디터<br/><br/><br/><br/><br/>YTN 김진두 (jdkim@ytn.co.kr)"
17,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_129"")>","새만금 잼버리 조직위원회가 스카우트 대원들에게 냉동 냉수와 아이스팩 등 폭염 대비 물품을 개별지급한다고 밝혔습니다.<br/><br/>대회 조직위원장인 김현숙 여성가족부 장관이 직접 언론 브리핑에 나선 가운데 조직위는 ""폭염에 대비해 냉수를 탑재한 냉장냉동차 10대를 투입해 대원들에게 냉동 생수를 제공한다""고 밝혔습니다.<br/><br/>조직위는 구체적으로 참가자 전원에게 냉동 생수 1인당 1일 5병, 쿨링 마스크, 모자, 자외선 차단제, 아이스팩과 얼음, 염분 알약 등 폭염 대비 물품을 지급할 예정입니다.<br/><br/>또 냉방시설과 침상을 갖춘 휴식용 버스 5대를 확보하고, 에어컨을 가동하는 쿨링 버스 130대를 배치할 예정입니다.<br/><br/>온열 질환자 등 환자 증가로 부족한 의료 인력 확보를 위해서 의사 23명이 추가 배치됐고 영내 5개 잼버리 클리닉 운영시간을 연장하기로 했습니다.<br/><br/>영지 내 그늘 확보를 위해 군의 지원을 받아 그늘막도 추가 설치될 예정입니다.<br/><br/>조직위는 또 무더위에 노출되는 영내 야외활동도 전면 운영을 중단했습니다.YTN 오점곤 (ohjumgon@ytn.co.kr)"
18,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_130"")>",중국이 코로나19 발원지 조사를 촉구한 호주에 부과했던 보리 반 덤핑 관세를 3년 만에 철회했습니다.<br/><br/>중국 상무부는 이 같은 내용을 담은 '반 덤핑 관세와 반 보조금 관세 조치' 재심 결정을 홈페이지에 올렸습니다.<br/><br/>상무부는 중국의 보리 시장 상황을 볼 때 호주산 보리에 더는 관세를 물릴 필요가 없다고 밝혔습니다.<br/><br/>중국의 최대 보리 공급 국가인 호주는 해마다 수출량의 절반 이상인 1조2천억 원에서 1조7천억 원어치를 중국에 수출했습니다.<br/><br/>하지만 지난 2020년 스콧 모리슨 당시 호주 총리가 미국과 유럽 국가 정상과의 통화에서 코로나19 발원지 조사 지지를 촉구한 사실이 알려지면서 중국이 경제 보복에 나섰습니다.<br/><br/>중국은 이에 따라 호주의 대중국 보리수출회사에 반 덤핑 관세 74%와 반 보조금 관세 7% 부과 결정을 내렸습니다.YTN 류재복 (jaebogy@ytn.co.kr)
19,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_131"")>","이주호 사회부총리 겸 교육부 장관이 지난 4일 오전 정부서울청사에서 열린 '2023 새만금 제25회 세계스카우트잼버리' 온열환자 속출 사태 대응을 위한 임시국무회의에서 자신의 휴대 전화를 바라보고 있다. [사진=연합뉴스]
교원단체들이 교육부와 서울시교육청이 4일 발표한 서울 서초구 서이초등학교 신규 교사 사망 사건 합동 조사 결과에 대해 ""결론 없는 용두사미 조사""라며 ""중요한 내용은 경찰 수사로 전가했다""고 비판했다.  <br/> <br/>서울교사노동조합은 이날 입장문에서 이 같이 말하며 ""이미 보도된 내용 외에 새로운 사실이 없다""며 ""기존에 공개됐던 학교의 입장문을 그대로 답습한 내용으로 전국 교사들의 허탈함만 가중시켰다""고 지적했다.  <br/> <br/>서울교사노조는 ""교육청은 사전에 유가족에게 발표 내용을 설명했다고 하는데, 유가족은 납득할 수 없다며 국회의원 자료보다 허술한 자료라고 호소했다고 한다""며 ""고인의 학교 생활에 대한 어려움을 보다 정확하게 조사해달라""고 말했다.  <br/> <br/>전국초등교사노동조합도 성명서를 내고 ""오늘 발표에는 이번 사건에서 가장 핵심인 교장의 부작위와 학부모 악성민원에 대한 조사가 빠졌다""며 ""장상윤 교육부 차관은 학부모 조사는 교육부가 행정기관이기 때문에 (경찰과 다르게) 한계가 있다고 밝혔지만 조사 의무는 당연히 교육당국 소관이다""고 지적했다.  <br/> <br/>전국교직원노동조합도 입장문에서 ""경찰에게 떠넘기려면 합동조사는 왜 시작했나""라며 ""악성민원에 대한 제대로 된 진상규명을 하라""고 밝혔다.  <br/> <br/>교육부와 서울시교육청은 지난달 18일 서이초 신규 교사 사망 후 진상 규명을 위해 합동조사단을 구성했다. 지난달 24일부터 서이초 교원 등을 대상으로 조사를 한 결과를 이날 발표했다. 합동조사단은 이날 ""고인에게 학부모의 폭언 등 '악성 민원'이 있었는지 같은 사건 경위를 설명하기엔 한계가 있다""며 ""경찰 수사로 밝혀야 할 것""이라고 설명했다.    <br/> <br/>아주경제=신진영 기자 yr29@ajunews.com"
20,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_197"")>","사진=한국투자증권
<br/>한국투자증권이 일반인을 대상으로 한 사모펀드 운용 사업에 나선다. <br/>  <br/>4일 금융투자업계에 따르면 한투증권은 지난달 28일 금융위원회에 일반 사모집합투자업 인가 등록을 마무리했다. <br/>  <br/>한투증권은 일반 사모펀드를 직접 운용하고, 투명한 운용지시 및 관리하기 위해 인가 획득 결정을 내렸다. <br/>  <br/>한투증권 관계자는 “사모펀드 운용을 통해 고유 자산관리 안정성을 높이고, 새로운 사업 기회를 찾을 것”이라고 설명했다. <br/>  <br/>한편 한국금융지주 내 사모펀드 운용업 자격을 갖춘 계열사는 한국투자신탁운용과 한투증권 등 2개사로 늘어났다. <br/> <br/>아주경제=홍승우 기자 hongscoop@ajunews.com"
21,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_198"")>","민주 민생채움단, '교사 현장 간담회' 박광온 ""법안‧정책 보강 노력하겠다""
더불어민주당 민생채움단 단장인 박광온 원내대표가 4일 오전 서울 서대문구 가재울초등학교에서 열린 '교권침해' 간담회에서 참석 교사들과 인사를 하고 있다. [사진=연합뉴스]
더불어민주당 민생채움단 단장인 박광온 원내대표가 4일 서울 서대문구 가재울초등학교에서 열린 '교권침해' 간담회에서 참석 교사들과 인사를 하고 있다. [사진=연합뉴스]더불어민주당은 4일 서이초 교사 사건과 관련 일선 교사들을 만나 사과하고 유사 사건 재발 방지를 위한 법 개정 추진을 약속했다. <br/> <br/>박광온 원내대표가 이끄는 민주당 민생채움단은 이날 서울 서대문구 가재울초등학교에서 '교사 현장 간담회'를 열었다. <br/> <br/>박 원내대표는 간담회 자리에서 ""돌아가신 (서이초) 선생님의 함자가 공개되지 않고 있다고 한다""며 ""안타까운 희생인데도 이름을 세상에 알리는 것을 꺼리는 아픈 현실은 우리 모두의 잘못""이라고 전했다. <br/> <br/>그는 ""진작부터 이런 문제가 끊임없이 제기됐는데도 근본적 해법을 마련하지 못했다""며 ""무엇보다 정치하는 사람들의 잘못이 크다""고 밝혔다. <br/> <br/>그러면서 ""이미 준비한 법안과 정책들을 더 튼튼하게 보강하도록 노력하겠다""고 약속했다. <br/> <br/>간담회에 참석한 교사들은 민주당에 서이초 교사 사건의 진실 규명을 요청하며 재발 방지를 위한 관련법 개정도 요청했다. <br/> <br/>장대진 서울교사노조 수석부위원장은 ""아동학대처벌법을 개정해 교사들이 '아동학대 신고'에서 벗어나 정상적으로 활동할 수 있도록 해달라""며 ""학교 바깥에서 벌어지는 폭력도 학교에서 처리하게끔 한 학교폭력예방법도 개정해야 한다""고 말했다. <br/> <br/>교사들은 수업 방해 학생을 즉시 분리 조치하는 내용의 초·중등교육법 개정은 물론 생활지도 전담 교사를 배치달라고도 요구했다. 또 '문제 학생'을 소속 학급에서 분리하는 방안을 국회가 교육부와 논의해 달라는 요청도 있었다. <br/> <br/>교육위원장을 지낸 유기홍 의원은 ""이 문제는 법과 조례를 고친다고 해결되지 않는다. 예산과 인력이 뒷받침돼야 한다""며 ""교육청에서 '교권 119' 같은 긴급대응팀을 만드는 것도 좋은 제안""이라고 말했다. <br/> <br/>이날 간담회에는 가재울초 교사들과 전국초등교사노조 소속 교사들, 서울시교육청 관계자들이 참석했다. 민주당에서는 의원 12명이 나왔다. <br/> <br/>아주경제=박찬제 기자 pcjay@ajunews.com"
22,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_199"")>","폭염·부실운영 잼버리 SNS 밈 화제""국제적 망신"" ""국격 바닥""
무인도 탈출기를 그린 영화 '캐스트 어웨이' 주인공이 전북 부안군 새만금 세계스카우트 잼버리 야영장에서 표류하는 모습을 합성한 밈. 인스타그램 캡처
전북 부안군 새만금에서 열린 ‘2023 새만금 세계스카우트 잼버리’ 부실 운영 논란이 이어지면서 온라인상에서는 이를 풍자한 ‘밈(meme·인터넷 유행콘텐츠)’까지 등장했다. 잼버리가 전세계 조롱거리로 전락하면서 국제적 망신을 사고 있다. <br/>4일 사회관계망서비스(SNS)에는 잼버리를 소재로 한 각종 밈들이 다수 공유되고 있다. 잼버리 관련 밈을 갈무리하는 한 인스타그램 계정에는 이날까지 게시물 140여 개가 올라왔다. 한 해외 누리꾼은 무인도 탈출기를 그린 영화 ‘캐스트 어웨이’의 주인공 척 놀랜드(톰 행크스)이 바다가 아닌 새만금 야영장 받침대 위에 텐트를 치고 표류하는 합성 사진을 게시했다. 영화에서 ‘월슨’이라는 이름으로 불린 배구공도 함께 떠 있었다. 배수 문제로 침수된 야영장의 열악한 시설을 풍자한 것이다. 이외에도 휴가 기간 외국 휴양지에서 쾌적하게 보내는 장면과 대조해 물이 찬 새만금 야영장에 떠다니는 받침대 장면을 보여주는 영상도 화제가 되고 있다. <br/>폭염에 대비하지 못한 대회 부실 운영을 꼬집은 밈도 쏟아졌다. SNS에 ‘잼버리 셔틀을 기다리면 생기는 일’이라는 제목으로 올라온 사진에는 백골이 의자에 앉아 있는 모습이 담겼다. 잼버리 대원이 백골이 될 만큼 뜨거운 햇볕 아래에서 오랫동안 버스를 기다려야 한다는 점을 풍자한 것이다. 이밖에도 부실한 식사를 꼬집은 밈이나 물 웅덩이에서 창궐한 모기와 화장실 위생상태를 지적하는 밈 등이 올라왔다. <br/><br/>온라인 커뮤니티에서는 ‘잼버리 밈’을 공유하며 비판을 쏟아냈다. “국격이 바닥이다”, “국제적 망신”, “어떻게 하면 저런 식으로 운영하냐” 등의 반응이다. 한 누리꾼은 “4년 전 잼버리 밈 계정도 있었지만 찾아보니 이 정도로 비판받지 않았다”고 적었다. 또 다른 누리꾼도 “6년이나 되는 준비기간 동안 뭘 준비한 거냐”며 비판했다."
23,"<selenium.webdriver.remote.webelement.WebElement (session=""e562e046149b70e44035acb83f2b4af3"", element=""424883944B0D89C91076BDE113B44A5D_element_200"")>","양천구, 구민과 함께하는 ‘찾고·바꾸고 빗물받이 캠페인’ 전개 <br/> <br/>양천구(구청장 이기재)는 빗물받이에 담배꽁초 등 쓰레기 무단투기를 막기 위해 양천구자원봉사센터와 지역 환경단체, 구민과 함께하는 인식개선 캠페인 ‘찾고·바꾸고 빗물받이’를 이달까지 추진한다고 밝혔다. <br/> <br/>센터는 청소년, 환경활동가, 구민 등으로 구성된 자원봉사단을 구성해 사전 환경 교육 후 지역 내 빗물받이 청소에 나선다. 자원봉사자들은 빗물받이 내부 쓰레기 제거 후 눈에 잘 띄는 고래 모양의 스티커를 부착해 무단투기 방지 메시지를 전달할 계획이다. <br/> <br/>4일 오전 신정네거리 일대에서는 역사 주변 빗물받이 캠페인이 진행됐다. 청소년, 환경활동가, 구민 등 20여 명이 참여해 환경교육 수강 후 빗물받이 청소와 스티커 부착 작업을 마쳤다. <br/> <br/>박종일 기자 dream@asiae.co.kr"
