,content
42,"[머니투데이 이상수 MTN PD] <br/><br/>화상><br/><br/>이달해 주식명가 MTN W 어드바이저▶오후장 달달한 포인트<br/><br/>어메이징 아메리카<br/><br/><br/><br/>▶달달한 공략 섹터 : 디지털 트윈 관련주<br/><br/>- 네옴시티를 넘어 우크라 재건까지 영역 확대<br/><br/>- 내달 5일부터 사우디서 우크라 평화회담 개최<br/><br/>- 정부, 8월 1차 재건협력단 파견 계획<br/><br/><br/><br/>▶달달한 공략주 : 웨이버스<br/><br/>- 공간정보 통합 솔루션기업<br/><br/>- 네이버, 우크라 재건 참여...AI· 디지털트윈 활용 기대감<br/><br/>- 국토부 ‘ 디지털 트윈 국토서비스 기반 구축’ 계약 체결 <br/><br/>- 매수가 현재가 / 목표가 2,100원 / 손절가 1,500원* 7/27 알체라 +27.96%(최고가 기준) 목표가 달성<br/><br/>* 6/13 동양이엔피 +12.78%(최고가 기준) 목표가 달성"
43,경상북도와 영주시는 SK스페셜티와 신규 산업단지를 조성하는 양해각서를 체결했습니다.<br/><br/>협약에 따라 SK스페셜티는 오는 2033년까지 5천억 원을 투자해 15만㎡ 규모의 신규 산단을 조성한 뒤 반도체·디스플레이 소재 제조공장을 지을 계획입니다.<br/><br/>투자가 마무리되면 SK스페셜티는 기존 가흥산업단지 등 총 57㎡ 규모의 반도체·디스플레이용 소재 생산 기반을 확보하게 됩니다.<br/><br/><br/><br/><br/>YTN 허성준 (hsjk23@ytn.co.kr)
44,"시민단체가 인천 검단 아파트 지하주차장 붕괴 사고는 전관 특혜 때문에 발생한 사고라고 주장하며 감사원에 감사를 청구했습니다.<br/><br/>경제정의실천시민연합은 오늘(31일) 오전 감사원 앞에서 기자회견을 열고, LH 출신을 영입한 건설업체들이 검단신도시 아파트 지하주차장 공사 설계나 감리를 맡았다고 지적했습니다.<br/><br/>그런데도 국토교통부는 이 같은 전관 특혜 문제에 대해서는 어떠한 언급도 하고 있지 않다고 비판했습니다.<br/><br/>경실련은 LH 전관을 영입한 업체들이 사업을 수주하면서 혜택을 받았고, LH는 부실한 업무처리를 내버려 뒀다며 감사원에 감사를 청구했습니다.<br/><br/>이어, 감사원을 향해 전관 특혜 근절 방안을 마련하고, 정부는 공사를 수주한 업체가 하도급 업체에 공사를 맡기지 않고 직접 시공하도록 해야 한다고 촉구했습니다.<br/><br/><br/><br/>YTN 윤태인 (ytaein@ytn.co.kr)"
45,"경기 용인시가 신속한 재난 상황 전파와 초동대처를 위해 재난상황 관리창구를 재난안전상황실로 일원화하고 24시간 운영하기로 했습니다.<br/><br/>시는 특히 기존에는 읍·면·동장과 소관 부서장에게 주요 재난 상황 발생 시에만 상황을 알렸지만, 앞으로는 초기 단계에서부터 정보를 공유해 신속한 초동대처가 가능하도록 했습니다.<br/><br/>재난 발생 시 공직자의 비상근무 기준도 명확히 했습니다.<br/><br/>공직자는 사전에 편성된 개인별 비상근무 지침에 따라 주의보와 경보 등 각종 재난특보가 발표 또는 발효된 이후 1시간 이내에 비상근무지에 대기해야 합니다.<br/><br/><br/><br/><br/>YTN 최명신 (mschoe@ytn.co.kr)"
46,"인도에서 넘어진 할머니를 도와준 뒤 오히려 비난을 당했다는 한 운전자의 사연이 전해졌다. /사진=보배드림 인스타그램
[머니투데이 홍효진 기자] 인도에서 넘어진 할머니를 도와준 뒤 오히려 비난을 당했다는 한 운전자의 사연이 전해졌다.<br/><br/>최근 한 온라인 커뮤니티에는 '저희 직원이 너무 불쌍합니다'란 제목과 함께 운전자 A씨의 영상이 공개됐다. A씨의 지인인 작성자는 ""일단 할머니가 넘어졌기에 부축을 해드렸더니 '차가 빨리 와서 넘어진 거다'라고 했다""며 ""(다행히) 그 자리에 다른 분이 앞에 방지턱이 있어 천천히 가는 것을 우리가 봤다(라고 해주셨다)""고 말했다.<br/><br/>이어 ""이후 경찰이 와서 동영상을 확인한 결과 저희 직원(A씨)에게 '그냥 가시면 된다'고 해서 가는데, 할머니가 소리 지르고 난리도 아니었다고 한다. 그깟 몇 푼에 양심을 파는지""라고 토로했다. 영상에 따르면 인도 위를 걷던 할머니는 차와 간격이 있는 곳에서 혼자 중심을 잃고 도로 위로 넘어지는 모습이다. 블랙박스에 찍힌 차량은 서행하고 있었다.<br/><br/>A씨 역시 ""우측 불법 주차 때문에 어쩔 수 없이 중침(중앙선 침범) 주행을 했다""고 당시를 설명했다. 이어 ""인도를 걷던 할머니가 차와 상관없이 도로 방향으로 넘어져 걱정돼 부축해 드렸다. 그런데 할머니가 '차가 빨리 와서 넘어졌다'고 운전자에게 따지셨다""고 했다. <br/><br/>그러면서 ""이 상황을 목격한 다른 행인이 '과속이 아니었다'고 증언해줬고 경찰도 블랙박스를 보고 '차 잘못 아니다'고 판단했다. 그러자 할머니가 소리 지르고 난리가 났다. '괜히 차에서 내려 부축해 드렸나' 후회가 된다""고 당시 상황을 부연했다.<br/><br/>사연을 접한 누리꾼들은 ""차에서 안 내렸으면 뺑소니 신고했을 듯"" ""차에서 장풍이 나왔나 보다"" 등 반응을 보이며 공분했다."
47,"[머니투데이 안정준 기자] 유한양행의 알레르기 치료 신약 'YH35324'가 '다양한 알레르기 질환'을 적응증으로 한 임상 1상에 돌입했다. 아토피 관련 질환을 적응증으로 임상 1b상(후기 임상 1상)이 진행중인 가운데 적응증을 확장한 신규 임상인 셈이다. 유한양행이 'YH35324'의 조기 기술수출을 노리는 만큼, 임상 1상 단계에서 최대한 적응증 범위를 넓혀 보다 좋은 조건에 기술수출 될 수 있는 여건을 만들기위한 포석인 것으로 보인다. 업계에선 얀센에 1조4000억원에 기술수출돼 유한양행의 대표 의약품이 된 비소세포폐암 치료 신약 '렉라자'의 성공을 이어가기 위한 도전이 시작됐다는 평가가 나온다. <br/><br/>31일 미국 임상정보공개사이트 클리니컬트라이얼즈에 따르면 유한양행은 'YH35324'의 임상 1상 환자모집에 최근 착수한 것으로 확인됐다. <br/><br/>해당 임상 1상은 다양한 알레르기 질환을 가진 환자에게 YH35324를 피하주사 할 때의 안전성과 내약성, 약동학 등 특성을 평가하기 위한 무작위배정, 이중맹검, 위약대조 단회투여 임상이다. 실시기관은 서울성모병원, 서울아산병원, 아주대병원, 세브란스병원, 분당서울대병원 등 5곳이다. <br/><br/>이 가운데 분당서울대병원에서 이미 환자모집에 착수한 것으로 전해졌다. 앞서 유한양행은 지난 5월 22일 식품의약품안전처로부터 다양한 알레르기 질환을 가진 환자에 대한 이번 임상 1상을 승인받았다. 환자모집 착수로 'YH35324'의 임상은 식약처 승인 약 2개월만에 실제 임상 단계에 들어서게 됐다. 유한양행은 총 36명의 임상 참여자를 모집해 내년 3월 중 이번 임상 1상을 마무리한다는 계획이다. <br/><br/>다양한 알레르기 질환을 적응증으로 한 이번 임상 1상은 아토피가 있는 건강인 또는 경증의 알레르기질환자를 대상으로 한 별도의 임상 1b상이 진행중인 가운데 시작됐다. 앞서 유한양행은 2021년 7월 관련 임상 1a상을 승인 받아 임상을 진행했으며 모든 용량에서 우수한 내약성 및 안전성과 강력하고 지속적인 '면역글로불린E(IgE)' 억제 효과를 확인했다. 이어 지난해 8월 1b상을 승인받아 올해 말 완료를 목표로 임상을 진행중이다. <br/><br/>한 업계 관계자는 ""현재 진행중인 아토피 관련 임상 1b상에 더해 다양한 알레르기 질환에 대한 추가 임상 1상이 시작된 셈""이라며 ""임상 1상 단계부터 'YH35324'가 가진 잠재력을 최대한 확인하고 넘어가려는 전략으로 보인다""고 말했다. <br/><br/>YH35324는 알레르기를 유발하는 것으로 알려진 핵심인자 IgE에 결합해 체내 IgE 수준을 낮춰 알레르기 증상을 개선시키는 기전의 신약후보물질이다. 만성 두드러기와 아토피성 피부염, 중증 천식, 식품 알레르기 등 IgE로부터 비롯된 대다수의 알레르기를 치료할 잠재력이 있다. 임상 3상까지 구성된 전체 개발 과정에서 초기 단계인 1상에서부터 최대한 많은 적응증에 대한 검증이 현재 진행 중인 셈이다. <br/><br/>유한양행 안팎에서는 YH35324를 조기에 기술수출하기 위한 전략 차원에서 이처럼 다양한 적응증에 대한 임상이 동시다발적으로 진행된다는 말이 나온다. 한 업계 관계자는 ""임상 1상 단계에서 최대한 많은 적응증에 대한 검증이 선행되면, 기술 수출시 'YH35324'의 신약 가치가 올라가게 된다""며 ""이를 발판으로 보다 좋은 조건에서 기술수출 협상을 진행할 수 있게 되는 것""이라고 말했다. <br/><br/>김승민 미래에셋증권 연구원은 ""YH35324는 기술수출 최 우선 신약후보물질""이라며 ""현재 진행 중인 1b상은 내년 상반기 내 마무리될 것으로 보인다""고 말했다."
48,"[앵커]<br/>장마가 끝나고 한여름 더위가 찾아오면서 오늘(31일) 전국엔 폭염 특보가 발효됐는데요,<br/><br/>환기나 단열이 잘 안 되는 쪽방촌 주민들은 말 그대로 찜통 같은 더위에 특히나 더 고통스러울 수밖에 없습니다.<br/><br/>도심 쪽방촌에 취재기자 나가 있습니다. 김태원 기자!<br/><br/>[기자]<br/>네, 서울 돈의동 쪽방촌입니다.<br/><br/>[앵커]<br/>한낮이라 특히나 더울 텐데, 그곳에서는 열기를 어떻게 식히나요?<br/><br/>[기자]<br/>네, 이곳 돈의동 쪽방촌엔 모두 490여 명이 살고 있는데요,<br/><br/>저희 취재진이 돌아다녀 보니, 주민들이 골목 곳곳에서 뿜어져 나오는 물안개를 맞는 모습을 볼 수 있었습니다.<br/><br/>집 외벽에 가는 관과 스프링클러 장치가 설치돼 있는데, 쿨링포그 설비라고 부릅니다.<br/><br/>이곳에서 나오는 물안개가 증발하며 주변의 열기를 빼앗아가서 골목 일대를 시원하게 만들어 주는 겁니다.<br/><br/>하지만 이곳 쪽방촌은 집들이 다닥다닥 붙어 환기가 잘 안 돼서 지난 폭우 때 스며든 습기마저 미처 마르지 않은 상태입니다.<br/><br/>또, 단열이 잘 안 되는 집도 많아서 실내가 말 그대로 찜통 같은 곳도 있습니다.<br/><br/>9년째 이곳에서 살아온 주민분 이야기 직접 들어보시겠습니다.<br/><br/>[쪽방촌 주민 : 여름엔 덥고 좀 숨이 찰 경우도 있어요. 일부러 내가 뗐어요, 저거를. 바람 (통하라고). 문 열어놨다가 저녁엔 닫으면 되고….]<br/><br/>해마다 문제 제기가 잇따르자 서울시도 대책을 시행하고 있습니다.<br/><br/>앞서 말씀드린 쿨링포그 설비도 서울 영등포와 돈의동, 남대문 쪽방촌 골목에 설치했고요,<br/><br/>또, 지난해와 올해 공동기금과 시비 등을 활용해 에어컨 2백여 대를 뒀고, 여름철엔 한 대당 5만 원씩 전기요금을 지원하기로 했습니다.<br/><br/>또, 이번 달과 다음 달 한시적으로 쪽방촌 인근 목욕탕을 '밤 더위 대피소'로 지정해 주민들이 무료로 목욕도 하고, 시원한 수면실에서 잘 수 있게 조치했습니다.<br/><br/>하지만 한계도 있습니다.<br/><br/>서울 동자동 쪽방촌 등에선 에어컨 설비 무게를 버티지 못할 정도로 건물이 노후화하거나, 건물주 동의를 구하지 못해서 사업이 더뎌지기도 하고요,<br/><br/>에어컨이 건물의 공용공간에 있다 보니, 밤에는 세대별로 집 문을 열고 있어야 에어컨 바람을 쐴 수 있습니다.<br/><br/>또, 밤 더위 대피소는 시내에 3곳 있는데, 전체 쪽방촌 주민 2천4백여 명 가운데 지난 26일까지 이용객이 230여 명에 그치는 등 정책 홍보가 더 필요한 경우도 있습니다.<br/><br/>올여름 무더위가 본격적으로 찾아온 가운데 폭염 대책을 더 발전시킬 방안을 고민할 때입니다.<br/><br/>지금까지 서울 돈의동 쪽방촌에서 전해드렸습니다.<br/><br/>촬영기자 : 박경태, 김광현<br/><br/><br/><br/><br/>YTN 김태원 (woni0414@ytn.co.kr)"
49,"대법원. 뉴시스.
이동통신 계약 상으로도 정보 제공 의무 없어<br/><br/><br/><br/>휴대전화 발신 기지국의 주소는 개인정보로 볼 수 없다는 취지의 대법원 판단이 나왔다.<br/><br/><br/><br/>대법원 1부(주심 대법관 김선수)는 사단법인 오픈넷 소속 상근변호사로 활동하던 김가연 변호사가 KT를 상대로 자신의 휴대전화가 접속한 기지국의 위치를 제공하라는 취지로 제기한 공개 청구 소송에서 원고 패소 판결을 내린 원심을 확정했다고 31일 밝혔다. 대법원은 ""휴대전화 단말기가 발신하였을 때 접속한 기지국의 위치는 원고의 위치 정보가 아니""라며 ""기지국 위치만으로는 휴대전화 단말기가 어느 위치에서 발신한 것인지를 알아내는 데 한계가 있으므로, 이 정보를 개인 위치정보나 개인정보로 보기 어렵다""고 판시했다. 이동통신 계약에 비추어도 기지국 주소를 제공할 의무가 없다고 덧붙였다. 대법원 관계자는 ""옛 정보통신망법이나 이용계약을 근거로 발신기지국의 지번주소 또는 허가번호의 공개를 구할 수 없다는 점을 최초로 선언한 판결""이라고 정의했다.<br/><br/><br/><br/>앞서 김 변호사는 2016년 6월 KT가 수집·보유하고 있는 착신 전화번호, 통화일시, 사용도수, 기지국 정보 정보에 관하여 열람을 신청했지만 KT는 해당 정보가 제3자의 정보이거나 수집·보유하고 있지 않다는 이유로 거절했다. 이에 김 변호사는 공익 목적으로 소를 제기했다. 1심은 통화·문자 상세 내역은 개인정보 처리방침에 따라 공개해야 한다고 원고 승소 판결을 내렸다. 이후 2심 진행 중 김 씨는 자신에게 제공된 발신통화내역에서 기지국의 동 단위가 표시되자 이에 따라 기지국의 정확한 지번까지 공개해달라고 소송을 변경했는데, 원심은 개인정보가 아니라며 기각했다. <br/><br/><br/><br/>김무연 기자"
50,"광주대학교 회계세무학과 학생13명이 지난 15~25일 광주국세청 소속 관할세무서에서 ‘세무도우미 재능기부’ 활동을 수행했다. <br/> <br/>이번 재능기부 활동은 광주대학교 LINC3.0사업단 사업의 ‘지역 연계 전공 재능기부’ 프로그램 일환으로 실시됐다. <br/> <br/>학생들은 광주 및 전남지역 세무서에서 제1기 부가가치세 신고 관련 민원 상담 및 부가가치세 신고서 작성 안내를 진행했다. <br/> <br/>이다은 학생(4학년)은 “전공 교과목에서 배운 이론을 기반으로 실무 능력 적응 훈련의 기회가 되었고, 부가가치세 신고 기간에 발생하는 어려움 등을 직접 경험해보는 소중한 시간이었다”고 소감을 밝혔다. <br/> <br/>회계세무학과는 지난 6월 광주지방국세청과의 업무협력 협약에 따라 광주지방국세청 산하 공무원 대상 직무연수, 대학 및 대학원 진학, 광주대학교 학생들의 세무직 공무원 양성, 현장실습 및 전문가 특강 등을 지속적으로 진행해 나갈 예정이다. <br/> <br/>호남취재본부 윤자민 기자 yjm3070@asiae.co.kr"
51,"오픈엣지테크놀로지가 강세다. 초당 250조번 연산이 가능한 고성능 '신경망처리장치(NPU)' 반도체 설계자산(IP)을 개발한다는 소식이 주가에 영향을 주는 것으로 보인다. <br/> <br/>31일 오후 2시7분 오픈엣지테크놀로지는 전 거래일 대비 7.23% 오른 2만2250원에 거래되고 있다. <br/> <br/>전날 IT 전문 매체는 오픈엣지테크놀로지가 내년 상반기 출시를 목표로 250 TOPS의 NPU IP 개발하고 있다고 보도했다. TOPS는 연산속도를 나타내는 단위로, 250 TOPS는 1초에 250조번 연산할 수 있다는 뜻이다. <br/> <br/>오픈엣지테크놀로지는 AI 반도체 설계에 필요한 IP와 솔루션을 공급하는 업체다. 주로 시스템 반도체가 외부로부터 데이터를 받아 처리하는 속도를 높이는 기술과 관련한 IP를 선행 개발해 파운드리, 팹리스, 디자인하우스에 제공한다. 주로 삼성 파운드리 생태계에서 글로벌 선도 수준의 기술력을 확보하고 있다. <br/> <br/>이종욱 삼성증권 연구원은 ""최근 높은 전송 속도에 대한 요구가 많아지면서 나타난 HBM용 DDR PHY 수요 증가는 오픈엣지테크놀로지에 유리한 환경 변화""라며 ""HBM DDR PHY 매출 발생시 믹스 개선에 도움이 될 것""이라고 기대했다. 아울러 ""AI 반도체가 TSMC 중심으로 생산되기 시작하면서 삼성 파운드리 중심으로 사업을 전개하는 오픈엣지테크놀로지가 TSMC로 영역을 확장하는 계기가 될 것""이라고 덧붙였다. <br/> <br/>이 연구원은 ""자율주행용 NPU는 칩렛과 함께 장기 성장 동력이 될 것으로 기대한다""며 ""NPU 설계와 메모리 시스템이 탑재된 16TOPS 수준의 자율주행용 NPU를 정부 과제를 통해 개발했다""고 소개했다. 이어 ""2023년 고객사 샘플 제품을 계획 중""이며 ""자율주행 레벨 4 이상을 지원하는 250TOPS 수준의 3세대 NPU의 컨소시엄 개발에도 참여하고 있다""고 강조했다. <br/> <br/>오픈엣지 NPU IP를 활용하면 AI를 기반으로 자율주행 기능을 구현할 수 있는 반도체를 만들 수 있다. 250 TOPS는 서버 칩 연산 성능에 가까워 자율주행 레벨 3~4까지 대응할 수 있다. 레벨4는 운전자 개입 없이 자동차가 스스로 주변 상황을 인식하고 판단해 주행하는 단계로 '완전자율주행'인 레벨 5의 바로 직전 수준이다. <br/> <br/>서버나 데이터센터를 통하지 않고 자동차, 로봇 등 디바이스 단계에서 스스로 데이터를 처리·분석한다는 의미로 '엣지 솔루션' 또는 '엣지 AI 반도체' 등으로 부른다. 자율주행칩은 엔비디아, 모빌아이, 테슬라 등이 선점하고 있다. 국내에서도 경쟁력을 갖춘 자율주행 반도체가 등장할지 주목된다. <br/> <br/>앞서 정부는 지난 3월 전력과 자동차, AI 등 차세대 반도체 기술 분야의 핵심기술 개발에 3조 2000억원을 투자한다고 밝혔다. 산업통상자원부는 3대 유망 반도체 기술 분야로 전력 반도체와 차량 반도체, AI 반도체 등 3분야를 꼽았다. 지난 21일에는 전력 반도체와 차량용 반도체에 대한 예비타당성 조사에서 1조 원으로 확대한다고 발표했다. <br/> <br/>박형수 기자 parkhs@asiae.co.kr"
52,"행안위 소관 14개 법안 중 안전관리 기본법 등 처리 '박차'
이양수 국민의힘 원내수석부대표와 송기헌 더불어민주당 원내수석부대표(왼쪽)가 31일 오전 서울 여의도 국회에서 열린 여야 수해복구 태스크포스 2차 회의에서 인사하고 있다. [사진=연합뉴스]
<br/>여야 수해 복구 태스크포스(TF)는 오는 8월 임시국회에서 도시하천유역 침수피해방지대책법(도시침수법) 제정안 등 수해 예방·지원법을 처리하기로 합의했다. 국민의힘과 더불어민주당은 각 상임위에서 논의한 뒤 다음 달 9일 오전 11시 논의를 재개하기로 뜻을 모았다. <br/>  <br/>이양수 국민의힘 원내수석부대표와 송기헌 민주당 원내수석부대표는 이날 국회에서 만나 수해복구TF 비공개 2차 회의를 진행했다. <br/>  <br/>이 수석은 회의 후 기자들과 만나 ""환노위에서는 도시침수법을 처리해 법제사법위원회에 올라가 있고 8월 중 처리가 가능할 것 같다""고 설명했다. 그는 ""임이자 국민의힘 의원이 대표 발의한 기후변화감시예측법도 여야 간 조금만 더 논의하면 8월 중 처리가 가능할 것 같다""고 전했다. <br/>  <br/>TF에 따르면 국회 행정안전위원회 소관 14개 법안 중에서는 소하천 무단 점유·사용·파손 행위에 대한 벌칙을 대폭 강화하는 내용을 담은 소하천 정비법 개정안과 농작물·가축·수산생물의 피해를 특별재난지역 선포 기준의 피해액에 포함할 수 있도록 하는 근거를 담은 재난 및 안전관리 기본법 개정안이 8월 중 처리 가능 법안으로 꼽혔다. 자연재해대책법과 재해보호법 역시 양당 간사 논의를 더해 8월 통과를 시도하겠다는 방침이다.  <br/>   <br/>국회 국토교통위원회 소관 법안으로는 수해 등 재난 취약 주거건물의 지하층에는 거실을 설치하지 않도록 하는 건축법 일부개정안, 침수차 불법유통 방지를 위한 자동차관리법 일부개정안이 8월 중 처리 가능 법안으로 언급됐다. <br/>  <br/>국회 농해수위 소관 법안으로는 정부 지원 재해복구비보다 재해보험금이 적을 경우 그 차액을 지원하는 내용의 농어업재해대책법 개정안, 산림 재난 대응 시스템 구축 등의 내용이 담긴 산림재난방지법 개정안 등이 8~9월 국회에서 논의된다.  <br/>  <br/>한편 TF는 여야 원내수석부대표와 국회 농림축산식품해양수산위원회, 국토교통위원회, 환경노동위원회, 행정안전위원회 등 수해 관련 4개 상임위 여야 간사가 참여하는 '5+5' 형식의 회의체다.  <br/>  <br/>  <br/> <br/>아주경제=정연우·김슬기 기자 ynu@ajunews.com"
53,"▲이민경씨 별세, 유해근씨 배우자상, 성호(서울대 법의학교실 교수)·성심(기영약품 약사)·성욱씨(제주지법 부장판사) 모친상, 홍경호씨(법무법인 화우 변호사) 장모상, 김은준(광진구 약사회 이사)·나인훈씨(역삼생생본의원 원장) 시모상=30일, 서울대병원 장례식장 4호실, 발인 8월 2일, 장지 춘천 동산추모공원. ☎ 02-2072-2016 <br/> <br/>▲박옥규씨 별세, 상록씨(박상록 세무회계사무소 대표) 부친상=30일, 서울아산병원 장례식장 7호실, 발인 8월 2일 오전 6시. ☎ 02-3010-2000 <br/> <br/>▲김옥현씨 별세, 정일씨(코오롱글로벌 대표이사) 부친상=30일, 서울성모병원 장례식장 31호실, 발인 8월 2일 오전 7시 30분, 장지 경기도 동두천시 탑동동 산1 예례원. ☎ 02-2258-5940 <br/>  <br/>▲이수극씨(전 MBC 영업국장) 별세, 송헌숙씨 배우자상, 이준규(FN투데이 본부장)·상규(태영건설 현장소장)·유신씨(제일기획 팀장) 부친상, 이기훈씨(AP신문 총괄본부장) 장인상, 임혜선씨 시부상=30일, 서울아산병원 장례식장 2호실, 발인 8월 2일 오전, 장지 국립서울현충원. ☎ 02-3010-2000 <br/> <br/>▲고영복씨 별세, 서예라씨 배우자상, 고비주안·도규씨(시사저널이코노미 광고국 차장) 부친상, 이정화씨(하나은행 개인여신심사부 심사역) 시부상=31일, 은평성모병원 장례식장 6호실, 발인 8월 2일 오전 10시. ☎ 02-2030-4463 <br/> <br/>아주경제=임종언 인턴기자 deatheon@ajunews.com"
54,"동아일보 DB
한국토지주택공사(이하 LH)는 경제정의실천시민연합(이하 경실련)이 인천 검단 아파트 지하주차장 붕괴 사고 원인을 전관 특혜라고 지적하며 감사원에 감사를 청구한 것을 적극 수용하겠다고 밝혔다. <br/> <br/>31일 LH는 입장문을 통해 “경실련의 공익감사 청구를 적극 수용하고 이후 진행될 감사원 조사에도 적극 협조할 예정이며 비위사실이 확인되는 경우에는 수사기관 고발조치 등 강력 대응하겠다”고 전했다. <br/> <br/>LH는 “정부의 LH 혁신방안, 이해충돌방지법 시행, 감사원 감사 등 외부 요구사항 반영과 자체 제도개선을 통해 투명한 업무추진에 주력하고 있다”며 “그간 수차례 진행된 내·외부 조사, 감사에서 전관의혹 관련 부정행위 처분사례가 없다”고 설명했다. <br/> <br/>그러면서 ▲업체 선정 시 심사위원 100% 외부위원 구성 ▲심사 전 과정 유튜브 생중계 ▲퇴직자 유관기업 수의계약 금지 ▲임직원의 퇴직자 접촉 금지 ▲퇴직자 취업제한 확대 등을 통해 입찰·심사·계약 전 과정에서 이권이 개입될 여지를 차단하고 있다고 주장했다. <br/> <br/>두가온 동아닷컴 기자 gggah@donga.com"
55,▲이인선 국회의원(국민의힘·대구 수성구을) <br/> <br/> <br/> <br/>김광재 기자 kjk@idaegu.com
56,"-윤리봉사 부문 이한재, 특별부문 정우택
［충북일보］ 증평군이 2023년도 증평군민대상 수상자로 윤리봉사부문 이한재(여·58)씨와 특별부문에 정우택(70) 국회부의장을 각각 선정했다. <br/><br/>증평군민대상은 지역경제와 문화예술 발전, 지역사회 봉사 등 지역발전을 위해 헌신하고 봉사한 모범 군민에게 수여하는 상으로 2005년부터 27명을 선정해 시상했다. <br/><br/>군은 지난 28일 증평군민대상 심사위원회를 열고 각 부문별 추천 후보자에 대한 공정하고 엄격한 심사를 통해 수상자를 최종 확정했다. <br/><br/>윤리봉사부문 수상자 이한재씨는 2005년부터 현재까지 저소득 재가 노인 반찬 봉사, 생산적 일손봉사, 재난재해 피해복구 등 총 1천93건 3천862시간의 자원봉사활동을 펼쳐 사회적 약자와 소외된 분들을 위한 헌신과 노력의 공로를 인정받아 수상자로 선정됐다. <br/><br/>특별부문 수상자 정우택 국회부의장은 16대 국회의원 당시 '증평군 설치에 관한 법률안'을 대표 발의하는 등 증평군이 자치단체로 승격하기까지 핵심적인 역할을 수행했다. 32대 충북도지사 재임 시 지역균형발전사업 도입을 통해 증평군 정주여건 개선에 크게 기여한 점 등의 공로를 인정받아 수상자로 선정됐다. <br/><br/>이재영 군수는 ""증평군민대상은 지역주민들이 수여하는 지역에서 가장 명예로운 포상""이라며, ""지역을 위해 헌신·봉사하신 분들께 군민을 대표해 진심으로 감사드린다""고 말했다. <br/><br/>2023년도 증평군민대상 시상식은 오는 30일 증평군청 광장에서 개최되는 증평군 개청 20주년 기념식에서 진행된다. <br/><br/>증평 / 김병학기자"
57,"경찰국 설치에 반발하는 전국 경찰서장(총경)회의 주도로 징계를 받았던 류삼영 총경이 31일 서울 중구 경찰기념공원에서 총경 보직인사 부당 항의 기자회견을 마친 후 제출할 사직서를 취재진에게 들어 보이고 있다. 조태형 기자
지난해 경찰국 신설에 반대하는 전국 경찰서장(총경)회의를 주도했던 류삼영 총경이 31일 경찰청에 사직서를 제출했다.<br/><br/>총경회의를 주도했다는 이유로 정직 3개월의 징계를 받았던 류 총경은 최근 경남경찰청 112치안종합상황실 상황팀장으로 전보됐다. 이에 반발한 류 총경은 이날 서울 중구 경찰기념공원에서 기자회견을 열고 “최근 1년간 일련의 사태로 인해 경찰 중립의 근간이 흔들리는 것을 더는 지켜보기 어려워 감히 14만 경찰의 자존감을 지키기 위해 사직을 결심하게 됐다”고 밝혔다.<br/><br/>향후 계획을 묻는 취재진의 질문에 류 총경은 “경찰국 사태와 관련해 책을 쓰고 있는데 책을 통해서, 아니면 요즘 유행하는 유튜브 활동 등을 통해서 경찰에 피가 되고 살이 되고 국민에 도움이 되는 조언을 아끼지 않겠다”고 답했다.<br/><br/>조태형 기자 phototom@kyunghyang.com"
