,content
35,"씨앤지하이테크는 반도체 제조장비 공급계약을 체결했다고 31일 공시했다. <br/> <br/>확정 계약금액은 474억4400만원으로 최근 매출액 대비 24.6% 규모다. 계약상대방은 Samsung Austin Semiconductor, LLC다. <br/> <br/>아주경제=이재빈 기자 fuego@ajunews.com"
36,"2차 심뇌혈관질환관리 종합계획… ""전문의들 소통해 환자 이송 병원 결정""||2027년까지 '응급환자 적정시간 병원 도착' 10%p 상승 목표||권역 심뇌혈관질환센터도 14곳→24곳으로 확대
박민수 보건복지부 2차관이 31일 오전 세종시 정부세종청사에서 제2차 심뇌혈관질환관리 종합계획을 발표하고 있다. 연합뉴스
급성심근경색이나 뇌출혈 등 중증·응급 심뇌혈관질환자가 골든타임 내 적절한 치료를 받을 수 있도록 정부가 권역별 의사 네트워크 구축에 나선다. <br/> <br/> 31일 보건복지부는 내년 1월부터 심뇌혈관질환 응급환자가 적시에 필요한 진료와 수술 등을 받을 수 있도록 권역별 전문의 네트워크 시범사업을 실시한다고 밝혔다. <br/> <br/> 정부는 우리나라 사망원인 2위·4위를 각각 차지하고 있는 심장질환과 뇌혈관질환을 체계적으로 관리하고자 5년마다 종합계획을 수립하고 있다. <br/> <br/> 이번 사업은 제2차 심뇌혈관질환관리 종합계획(2023∼2027)의 일환으로 추진된다. 지난 1차 종합계획(2018∼2022)은 예방관리 대책 위주로 마련돼 중증·응급 진료체계 지원엔 한계가 있었다는 지적이 제기되기도 했다. <br/> <br/> 심뇌혈관질환은 심근경색 120분, 뇌졸중 180분 등 골든타임 내 적절한 치료를 하면 사망을 예방할 수 있다. 하지만 환자를 이송할 병원을 빨리 결정하지 못하거나 환자를 다른 병원으로 보내는 과정에서 이른바 '응급실 뺑뺑이' 사고가 발생하며 사회적 부담이 늘고 있다. <br/> <br/> 심근경색 응급환자가 골든타임 내 응급의료기관에 도착할 확률은 지난해 기준 48%, 뇌졸중은 52%에 그치는 실정이다. <br/> <br/> 정부는 권역 내 전문의들이 직접 소통해 환자를 치료할 수 있는 병원을 신속하게 정할 수 있게 인적 네트워크를 구축하고, 2027년까지 응급환자가 적정 시간 내 병원에 도착할 확률을 심근경색 58%, 뇌졸중 62% 등 10%포인트(p)씩 올리는 것이 목표다. <br/> <br/> 김한숙 복지부 질병정책과장은 ""지역 의료 인프라에 따라 이송 시간이 다를 수 있겠지만, 국제적 골든타임 기준인 증상 발생 후 60분 내로 병원에 도착하는 비율을 높이기 위해 최선을 다하겠다""고 했다. <br/> <br/> 네트워크는 골든타임 내 환자를 이송할 수 있는 거리에 있는 서로 다른 병원 소속 심뇌혈관질환 전문의 등 최소 7인으로 구성될 예정이다. <br/> <br/> 네트워크 운영에 필요한 송수신비, 환자 이송 경로설정 수당 등의 비용은 정부가 미리 100% 보상하고, 운영 성과에 따라 사전 보상비의 최대 40%까지 추가로 지급한다. <br/> <br/> 네트워크가 제대로 운영되지 않거나 운영 비용이 다른 용도로 쓰일 경우 해당 네트워크는 사업 대상에서 탈락하게 된다. <br/> <br/> 박민수 복지부 제2차관은 ""지금도 심뇌혈관질환 전문의들이 사적 네트워크를 통해 환자 발생에 대응하고 있는데, 이를 공식적인 제도와 정책으로 지원하겠다는 것""이라고 설명했다. <br/> <br/> 복지부는 산하기관인 건강보험심사평가원을 통해 이 네트워크 사업을 관리한다는 방침이다. <br/> <br/> 정부는 이와 함께 현재 대구경북권역을 담당하는 경북대병원을 포함한 전국 14곳에서 지정·운영 중인 권역 심뇌혈관질환센터를 2027년까지 약 24곳으로 확대해 전국 모든 진료권에 대응체계를 구축할 계획이다. <br/> <br/> 환자와 가족이 응급증상을 빠르게 인지하고 이에 대응하는 게 중요한 만큼, 포털 사이트와 유튜브 등을 통해 국민 대상 심뇌혈관질환 교육과 홍보도 강화하겠다고 밝혔다. <br/> <br/> 박 차관은 ""심뇌혈관질환은 필수의료 중에서도 매우 중요한 분야""라며 ""종합계획 성과가 또 다른 필수의료 분야의 문제 해결에 대안이 될 수 있도록 하겠다""고 했다."
37,"31일 교원대상 법률 분쟁 사례 분석 및 교육청 지원방안 보고서||학교 내 교원 대상 법률 분쟁은 판례 기준 총 1천188개, 851건이 형사사건 ||학교 내 법률분쟁 경험자 38%는 '변호사 없이' 진행
지난 7월 23일 대구시교육청 인근에 마련된 극단적 선택을 한 서울 서이초등학교 교사 A씨 분향소를 찾은 추모객들이 A씨를 추모하고 있다. 안성완 기자 asw0727@imaeil.com
서울 서초구 2년 차 교사의 극단적 선택 사건 이후 교권 보호에 대한 목소리가 커지는 가운데, 최근 5년간 교원을 상대로 한 법률 분쟁 10건 중 7건 이상은 형사사건인 것으로 확인됐다. <br/> <br/> 31일 금융부동산규제연구원(연구원)이 서울시교육청의 의뢰를 받아 지난해 12월부터 이번 달까지 진행해 발간한 정책연구 '교원대상 법률 분쟁 사례 분석 및 교육청 지원방안 보고서'에 따르면, 최근 5년(2018년 1월∼2023년 1월) 학교 안 교원 대상 법률 분쟁은 판례 기준 총 1천188개로 집계됐다. <br/> <br/> 형사사건의 비중이 71.6%(851건)로 가장 높았고, 민사 21.8%(259건), 행정 사건 6.6%(78건) 등 순으로 이어졌다. <br/> <br/> 연구원은 학교에서 일어나는 모든 교육활동과 관련해 교원이 소송을 제기하거나 소송을 당한 건수를 대법원 종합법률정보와 판결문 열람 등을 통해 분석했다. <br/> <br/> 연구원에 따르면 형사사건은 아동학대·성비위 관련이 대부분을 차지했고 교원이 피고인인 사건이 거의 전부였다. <br/> <br/> 민사사건은 대부분 손해배상 사건으로 이 역시 교원이 피고로 포함된 사례가 대부분이었다. 형사사건 피해자가 제기한 손해배상청구와 안전사고 관련 배상 사건이 많았다. <br/> <br/> 행정사건은 학교폭력예방법 개정 전 학교장을 처분권자로 이뤄진 사건이 주를 이뤘으며, 법 개정으로 학교장이 처분권자가 아니게 되자 사라졌다. <br/> <br/> 연구원이 지난 3월 말부터 10일간 서울의 유·초·중등 교원(관리자 포함) 1천770명을 대상으로 한 설문조사에서 '본인을 당사자로 한 법률분쟁이 있었다'고 답한 교원은 51명(2.88%)으로 나타났다. <br/> <br/> 교원이 법률분쟁을 진행할 때 변호사를 선임하지 않은 경우도 38.3%에 달했으며, 변호사를 선임할 경우 비용을 지원 받은 사례는 21%에 그쳤다. <br/> <br/> 절반 이상의 교원(58%)은 당국이나 업계의 소송비 지원 정책에 대해 모른다고 응답했다. <br/> <br/> 교원들은 지원을 바라는 부분으로 ▷소송비(37.5%) ▷분쟁조정 서비스(35.7%) ▷배상책임(21%) 등을 손꼽았다. <br/> <br/> 한편, 보고서는 교원과 학부모 등도 쉽게 접근할 수 있는 '학교분쟁조정위원회'를 도입하고, 서울지방변호사회의 변호사 명예교사 제도 등을 도입할 필요가 있다고 보고서는 제안했다. 교원배상책임보험의 보장범위를 확장하고 교원안심공제 사업에 대해서도 소송비 지원을 위한 심의 절차를 간소화할 필요가 있다고 설명했다."
38,"양산시·울산혈액원, 내달 6일까지 프로모션 진행||헌혈자에게 기존 기념품에다 1만 원권 상품권 지급||5일 이상 적정 혈액 보유량 필요 불구 3.5일 그쳐
헌혈자에게 1만 원 상품권을 지급하는 등 포로모션에 나선 양산시와 울산혈액원 포스터. 양산시 제공
<br/><br/><br/><br/> <br/> <br/> “양산시민 여러분, 헌혈에 동참해 주세요” <br/> <br/> 경남 양산시와 대한적십자사 울산혈액원이 헌혈 장려를 위해 헌혈자에게 1만 원 상품권을 지급하는 프로모션을 진행 중이라고 31일 밝혔다. <br/> <br/> 프로모션은 지난 24일부터 내달 6일까지 2주간이며, 전혈 헌혈자에게 기존 기념품과 함께 온누리상품권 1만 원권을 추가로 증정한다. 헌혈 참여자는 헌혈의 집 양산센터로 신분증을 지참해서 방문하면 된다. <br/> <br/> 양산시와 울산혈액원이 상품권을 추가로 지급하면서까지 헌혈 프로모션에 나선 것은 적정 혈액 보유량이 부족하기 때문이다. 적정 혈액 보유량은 일평균 5일 이상이다. 하지만 4월 21일부터 혈액 보유량이 3.5일분에 그치는 데다 본격적인 휴가철이 다가올수록 혈액 수급에 차질이 생길 우려가 커지고 있다. <br/> <br/> 앞서 시는 지난해 12월 시 헌혈 권장조례 개정으로 상품권 지원 근거를 마련한 뒤 지난 3월 시헌혈추진협의회에서 전혈 헌혈자에게 지급할 온누리상품권 3000만 원 지원을 의결했다. 이후 시는 헌혈 장려를 위해 울산혈액원과 업무협약을 체결했다. <br/> <br/> 양산시 정윤경 보건행정과장은 “이번 프로모션이 하절기 원활한 혈액수급을 위해 많은 도움이 되기를 바란다”며 “시민여러분의 적극적인 헌혈 동참을 바란다”고 말했다."
39,"롯데백화점 대구점은 지하2층에 수제 샌드위치 전문 브랜드 '엘린스 샌드위치(ELLINS SANDWICH)'를 신규 오픈했다. '엘린스 샌드위치'는 신선한 재료를 사용해 건강한 맛과 함께 깔끔한 포장 패키지로 선물용 단체 도시락 및 답례품을 선보이고 있다.
[사진기사]"
40,"육상 꿈나무와 청소년 대표선수들이 속리산 일원에서 환경정화 활동을 펼쳤다.
충북 보은군은 지난 30일 하계합숙 훈련으로 보은을 방문한 육상꿈나무ㆍ청소년 대표선수들이 속리산 환경정화 활동을 펼쳤다고 밝혔다. <br/><br/>이날 육상 선수와 지도자 등 모두 190명이 참석한 가운데 속리산 사내리 일원에서 호우로 하천변에 쌓여있는 부유물과 쓰레기를 수거하는 등 정화활동을 하며 구슬땀을 흘렸다. <br/><br/>문봉기 꿈나무위원장은""이번 합숙 훈련을 통해 기량 향상은 물론 환경 정화활동을 통해 자연보호 현장 학습의 기회도 가졌다""며""선수들에게 뜻깊은 시간이 됐을 것으로 기대한다""고 말했다 <br/><br/>황성수 군 전지훈련팀장은""이번 전지훈련으로 구슬땀을 흘리고 있는 선수들이 환경정화 활동으로 의미 있는 땀을 흘려줘서 감사하다""며""선수들이 속리산의 맑은 공기를 마시며 훈련을 통해 기량 향상은 물론 출전하는 대회에서 좋은 성적을 받길 바란다""고 말했다. <br/><br/>한편, 지난 7월 24일 입촌한 육상꿈나무ㆍ청소년 대표선수는 8월 10일까지 보은군 스포츠파크와 속리산 일원에서 합숙 훈련할 예정이다./보은=심연규기자"
41,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
42,"31일 서울 중구보건소 국립중앙의료원에 신종코로나바이러스감염증(코로나19) 검사 및 호흡기환자 진료센터 안내문이 부착돼 있다.
코로나19 확진자 증가세가 이어지고 있다. <br/> <br/> 31일 중앙방역대책본부에 따르면 이날까지 일주일간 일평균 코로나19 신규 확진자 수는 4만5천529명으로, 직전 주(3만8천802명) 대비 17% 증가했다. 주간 단위로 5주째 증가세다. <br/> 25∼31일 일별 신규 확진자는 5만814명→5만7천220명→5만1천243명→4만8천75명→4만8천203명→4만4천765명→1만8천386명이었다. <br/> <br/> 코로나19 하루 확진자가 5만 명대를 기록한 것은 지난 1월 11일(5만4천315명) 이후 6개월여 만이다. 당시는 작년 11월 무렵부터 시작한 겨울 재유행이 12월에 정점을 찍고 내려오던 시기였다. <br/> <br/> 지난 일주일간 일평균 재원 위중증 환자는 174명, 사망자는 13명이었다. 역시 직전 일주일(150명·8명)에 비해 늘어났다. 지난 27일에는 하루 사망자가 23명을 기록하기도 했다. <br/> <br/> 이같은 최근 증가세에 대해 전문가들은 자연감염과 백신을 통한 국민의 면역이 시간이 경과하면서 약해지고, 면역 회피력이 높은 새로운 변이가 출현한 데 따른 것이라고 분석했다. <br/> <br/> 지난 6월 확진자 격리 의무 해제와 마스크 착용 의무 추가 해제 등 방역완화에 따른 영향도 이동량이 많은 여름 휴가철을 맞아 두드러지게 나타나는 모양새다. <br/> <br/> 최근 국내에서 유행하는 변이는 오미크론 XBB 계열이다. 7월 3주차 검출률은 XBB.1.9.2가 27.1%이며 XBB.1.9.1와 XBB.1.16은 각각 22.7%와 20.0%였다. XBB 계열은 기존 변이 대비 중증 위험도 등이 높다는 근거는 없지만 전파력이 강하다고 방역당국은 설명했다. <br/> 김우주 고려대 감염내과 교수는 ""지금 우세종인 XBB는 면역 회피 능력이 탁월하다""며 ""방역이 완화된 만큼 당분간 (감염) 증가 추세는 계속될 것""이라고 말했다. <br/> <br/> 김 교수는 ""휴가철이기도 하고 지금 검사받는 사람이 적다""며 확진자 수가 실제로는 2∼3배까지 많을 수 있다고 추측하기도 했다. <br/> <br/> 고재영 질병청 대변인도 ""당분간 유행 증가세가 지속될 것으로 전망된다""며 ""다만 치명률이 오미크론 유행 시기의 ½에서 ⅓로 낮아진 점 등을 고려할 때 현재 의료대응 역량으로 충분히 대응 가능할 것으로 판단한다""고 말했다. <br/> <br/> 당국은 이르면 내달 코로나19 감염병 등급을 2급에서 4급으로 낮추고 코로나19 대응체계를 일반의료체계로 완전히 전환한다. 병원급 이상 의료기관 등에 일부 남은 마스크 착용 의무도 해제되고 확진자 전수감시도 중단된다. <br/> <br/> 고 대변인은 추가 방역완화와 관련해 ""유행 상황을 면밀하게 살펴서 신중하게 결정할 예정""이라며 ""개인 방역조치 준수와 함께 고위험군 피해 최소화를 위한 노력이 필요하다""고 말했다. <br/> <br/> 질병청은 오는 10월 XBB 변이를 기반으로 한 백신을 도입해 예방접종을 진행할 예정이다."
43,"서울특별시 청소년들이 정읍시 신정동 정촌가요특구를 탐방했다. 사진제공=정읍시
서울특별시 청소년 39명이 지난달 26일부터 28일까지 ‘정읍 역사·문화체험' 방문을 실시했다. <br/> 정읍시와 서울특별시의 우호결연으로 추진된 체험 방문은 정읍시 청소년문화체육관 청소년 지도사들이 인솔교사로 참여해 정읍의 역사가 깃들여있는 명소부터 즐길 거리가 있는 체험시설까지 정읍의 다양한 모습을 직접 느끼고 체험할 수 있는 프로그램으로 구성됐다. <br/> 서울 청소년들은 한국가요촌 달하, 동학농민혁명유적지 탐방 등의 역사체험과 시립농악단 공연 관람, 천사히어로즈, 임산물체험장, 내장산탐방원 내 다양한 체험프로그램 등 문화체험을 진행했다. <br/> 체험에 참여한 청소년들은 “동학농민혁명 역사를 비롯해 정읍의 먹거리, 즐길거리, 볼거리 체험이 정말 재밌었다”는 소감을 밝혔다. <br/> 백지원 인재양성과장은 “서울 청소년들의 정읍 역사·문화탐방을 통해 정읍지역 청소년들과 소통하며 다양한 경험과 지역사회를 바라보는 안목을 키우길 바란다”고 전했다."
44,"정읍시의회 지역특화 문화예술 연구회 김석환, 고성환, 송기순, 서향경, 오명제, 정상철 의원(왼쪽부터)
정읍시의회(의장 고경윤) 의원 연구단체인 '지역특화 문화예술 연구회' 와 지역 내 문화예술 단체 대표들이 지난달 28일 소통 간담회를 갖고 지역문화예술 발전을 위한 개선 방안을 모색했다. <br/> 이날 소통간담회에는 시의원, 정읍문화원, 정읍예총, 정읍시립미술관, 수제천 보존회 대표들이 참석해 지역 문화예술계가 겪고 있는 행정상의 불편과 애로사항을 청취하고 개선 방안을 논의했다. <br/> 특히 문화단체 대표들은 ""인구감소와 지역소멸 상황이 심화되며 시민들의 문화 향유 기회가 대도시에 비해 격차가 벌어지고 있다""며 ""문화예술 단체들이 경쟁력 있는 공연을 선보일 수 있도록 적극적인 지원이 필요하다""고 건의했다. <br/> 지역특화 문화예술 연구회는 송기순(대표의원), 이상길, 정상철, 오명제, 서향경, 김석환, 고성환 의원으로 구성되어 정읍시의 품격 높은 문화예술 자원의 계승·발전과 정읍시민의 문화적 욕구 부응, 지역 문화예술 정책 개발 및 수립을 목표로 활동한다."
45,"WKBL 6개 구단 + 일본·호주·필리핀 초청 4개 팀 출전
2023 우리은행 박신자컵 대회 로고. WKBL 제공
2023 우리은행 박신자컵 국제여자농구 대회가 역대 최대 규모로 돌아온다.<br/>한국여자농구연맹(WKBL)은 31일 “8월 26일부터 9월 3일까지 충북 청주체육관에서 박신자컵을 개최한다”고 밝혔다.<br/>올해 박신자컵에는 역대 가장 많은 10개 팀이 출전한다. WKBL 6개 구단과 함께 일본·호주·필리핀에서 초청된 4개 팀이 경쟁하게 된다. 출사표를 던진 외국팀으로는 일본 W리그 11년 연속 우승 기록을 보유한 에네오스와 지난 시즌 준우승팀 도요타, 호주 WNBL 소속 벤디고, 필리핀 국가대표팀 등이 있다. WKBL은 “2015년 박신자컵 창설 이후 가장 많은 외국팀 규모”라고 전했다.<br/>대회 명칭과 엠블럼도 새롭게 바뀐다. 기존 ‘박신자 서머리그’에서 ‘박신자컵’으로 명칭을 변경하며 유망주 발굴을 위한 대회에서 각 팀 주전급 선수들이 대거 참여하는 국제대회 형태로 격상했다.<br/>10개 팀은 2개 조로 나눠 예선을 치른다. 조 2위 안에 든 팀만이 4강에 오를 수 있다. 우승 상금은 기존 1,000만 원에서 올해 3,000만 원으로 늘었다. 대회는 별도 티켓 예매를 통해 관람할 수 있으며 전 좌석 지정석으로 운영된다."
46,"박보균 문화체육관광부 장관이 17일 서울 용산구 문체부 저작권보고과 서울사무소 회의실에서 방송제작스태프 관계자를 만나 노동환경 개선에 대한 의견을 나누고 있다. (사진=문화체육관광부 제공) 2022.11.17
[머니투데이 유동주 기자] <br/>""화려한 K-컬처 이면의 현장에서 열심히 뛰고 있는 방송계 약자인 스태프들의 예술적 투혼과 헌신, 꿈과 열정을 가지고 창작의 세계에 뛰어드는 MZ세대 스태프들의 노력에 정당한 보상이 이뤄져야 한다.""<br/><br/>박보균 문화체육관광부 장관은 31일 프리랜서와 비정규직인 방송스태프의 열악한 근로환경과 처우를 개선하기 위한 1차 개선대책을 발표하면서 이같이 강조했다. 이어 ""전체 직원의 과반수가 억대 연봉을 받고 있는 KBS를 비롯해 공영방송인 MBC의 리더십이 이를 개선하는데 적극 나서달라""고 독려했다.<br/><br/>실제로 문체부는 방송스태프들이 촬영을 위한 이동과 대기에 소요한 시간을 근로시간으로 인정받지 못하는 불합리를 개선하는 한편 항저우 아시안게임을 앞두고 방송프로그램 결방으로 입는 피해를 최소화할 수 있도록 지상파 방송 3사에 대한 현장점검과 방송 분야 표준계약서 개정 작업에 나섰다.<br/><br/>특히 올해 상반기 방송스태프들과 8차례 간담회와 인터뷰를 진행한 결과를 이번 대책에 반영했다. 유사한 영상 제작 업종인 영화업계에 비해 열악한 방송 제작환경을 개선해야 한다는 취지다. 이에 따라 문체부는 공영방송인 KBS와 MBC의 노력을 촉구했다. 민영 방송사인 SBS는 '스튜디오S 드라마 제작 가이드라인'을 마련해 근로환경 개선을 위한 자발적인 움직임을 보이고 있는 반면 KBS와 MBC는 개선노력이 없다는 지적에 따른 것이다.<br/><br/> 문체부는 오는 10월까지 영화업계나 SBS 사례 등을 참고해 지방 촬영 시 이동시간과 촬영에 따른 대기, 정리 시간 등을 근로시간에 포함하고 휴식 시간을 보장하는 등 스태프의 권리를 보호할 수 있는 가이드라인을 마련하고 방송사 등에 권고할 방침이다. 이를 위해 방송스태프들의 구체적인 피해사례를 조사할 예정이다. <br/><br/> 결방으로 인한 임금 미지급이나 결방 기간 중 업무 지시 등과 같은 관행도 바꾼다. 월드컵이나 올림픽 등으로 결방하는 경우 임금 미지급 등의 사례가 발생하지 않도록 불공정 계약 관행을 조사하고 위반시 과태료 부과 등 조치할 계획이다. 다음달 개막하는 '제19회 항저우 아시안게임'을 앞두고 방송 결방으로 인한 피해가 스태프들에게 미치지 않도록 할 예정이다. 이와 관련해 지난 3월 WBC(월드베이스볼클래식) 한국전 중계로 결방된 KBS와 MBC, SBS 방송 3사의 자체 제작 프로그램을 대상으로 '예술인 복지법' 위반 여부를 조사한다.<br/><br/>정부는 아울러 방송사 사정으로 방영이 되지 않더라도 안정적으로 임금을 지급받을 수 있도록 방송 분야 표준계약서를 개선한다. 세부적으로는 제작비의 경우 방영일이 아닌 납품일을 기준으로 하고, 납품한 프로그램에 대해서는 제작비 전액을 지급할 수 있도록 하며 결방 시 충분한 기간을 두고 서면 사전고지하도록 표준계약서에 명기하는 방안을 검토한다.<br/><br/>방송스태프 외에 가수와 배우 등 출연자들도 구두계약 등으로 출연료 정산에 문제를 겪고 있다는 지적에 따라 이들을 위한 방송출연 표준계약서 개정도 추진한다. 구두로 출연을 요구하거나 약속하고 예상보다 적게 출연료를 주거나 심지어 밥 한 끼로 출연료를 정산하는 사례도 있다는게 문체부 조사 결과다.<br/><br/> 문체부 관계자는 ""가수나 배우 등이 공정한 환경에서 일할 수 있도록 대중문화예술인 방송출연 표준계약서를 하반기 중에 개정할 것""이라며 ""방송출연 표준계약서의 사용률을 높이기 위해 조문을 쉽고 명확하게 수정하고, 촬영일과 방영일 사이의 간극으로 인한 출연료 지급 지연 등 방송출연과 관련한 불합리한 상황을 방지하는 내용을 담는 것을 검토할 것""이라고 말했다."
47,"고용노동부 경기지청이 '안전문화 실천추진단'을 통해 실생활 곳곳에 안전문화 메시지를 전파해 다양한 주체들의 안전의식 향상과 사회 전반의 안전문화 확산에 기여하고 있다고 31일 밝혔다. <br/> <br/>추진단은 먼저 누구나 일상생활 곳곳에서 안전의 중요성을 인식할 수 있도록 ‘안전문화 노출하기’ 캠페인을 진행하고 있다. <br/> <br/>고용노동부 경기지청은 이 같은 활동을 지원하기 위해 사업장 내 식당, 화장실 및 카페, 대중교통, 마트․쇼핑몰 등 특성․용도별로 다양하게 제작된 슬로건 및 시안을 고용노동부 경기지청 홈페이지에 게시해 누구나 무료로 활용할 수 있도록 했다. <br/> <br/>이와 함께 고용노동부 경기지청은 소규모 사업장에서 반드시 알아야 할 주요 산업안전보건법 관련 내용을 담은 ‘안전정보 수첩’과 ‘작업안전수칙 QR코드 스티커’를 제작해 근로자 및 사업주에게 배포해 안전정보에 대한 접근성을 높이기 위해 힘쓰고 있다. <br/> <br/>강운경 고용노동부 경기지청장은 ‘중대재해 감축을 위해서는 사업주의 정기적인 안전보건 점검과 위험성평가 등 자체적인 위험요인 개선 시스템 마련이 우선되어야 하지만, 근로자가 안전보건의 주체라는 인식개선과 안전수칙을 준수하도록 하는 안전문화 확산 활동도 매우 중요하다’라고 말했다.수원=윤상연 기자 syyoon1111@hankyung.com"
48,"군민 안전 위협하는 불법주정차 집중 단속 실시  충남 홍성군은 충남도청 이전 후 급격하게 증가한 자동차 대수에 대응하기 위해 내포신도시 내 주차장을 신설하며 대응해왔지만 주민 일부의 일탈행위로 체계가 잡히지 않자 철퇴를 가하기로 했다. <br/><br/>군에 따르면 자동차 증가에 대응한 교통대책 만큼 중요한 것이 주민들의 성숙한 시민의식이기에 8월을'불법주정차 집중단속의 달'로 정하고 내포신도시 중심상가 및 대규모 공사현장, 버스터미널 주변 등 상습 불법주정차 구역에서 집중적인 단속을 실시한다고 밝혔다. <br/><br/>내포신도시 조성 이후 관내 등록된 자동차는 2012년 37,360대에서 2023년 현재 56,229대로 폭발적으로 증가했으며, 이로 인해 상업지역을 중심으로 횡단보도, 인도 등 불법주정차가 점차 증가하여 군민의 보행안전을 위협하고 교통사고를 유발하고 있는 실정이다. <br/><br/>이에 홍성군은 고정형 단속카메라, 이동형 단속카메라(단속차량) 등을 이용해 상습 불법주정차 구역을 중심으로 대대적인 불법주정차 단속을 실시하고, 6대 주정차 금지구역 주민신고제(안전신문고)를 집중 홍보해 군민 교통안전 증진에 최선을 다할 계획이다. <br/><br/>특히, 인도 불법주정차 주민신고제의 계도기간이 7월 31일에 종료됨에 따라 8월 1일부터는 1분 이상 인도 위 불법 주정차를 하다 적발되면 최대 5만원의 과태료가 부과할 방침이다. <br/><br/>육헌근 건설교통과장은 ""이번 집중단속은 불법주정차로 야기되는 군민의 교통안전을 제고하기 위함이며, 내 가족의 안전을 지킨다는 마음으로 불법주정차 근절에 적극적으로 동참해주길 부탁드린다""고 전했다. <br/><br/>한편, 6대 주정차 금지구역은 △소화전 5m 이내 △교차로 모퉁이 5m 이내 △버스정류소 10m 이내 △횡단보도 △초등학교 정문 앞 어린이 보호구역 △인도 위이며, 불법주정차 주민신고제(안전신문고) 대상으로 1분 간격 동일배경 사진 2장으로 신고 가능하다. <br/><br/>/홍성=박재춘기자"
49,"충남 홍성군은 지난 28일 농업기술센터 대강당에서 축산관련 종사자 집합교육을 실시했다. <br/><br/>홍성축산업협동조합과 함께 진행한 이번 축산관련 종사자는 교육은 축산법 및 가축 전염병 예방법, 가축분뇨의 관리 및 이용에 관한 법률 등의 내용으로 이루어진 법정 의무교육으로 축산인 편의를 위해 집합교육으로 진행했다. <br/><br/>축산법에 따르면 축산업 허가자는 1년에 1회 이상, 가축사육업 또는 가축거래상인 등록을 한 자는 2년에 1회 이상, 축산차량 종사자는 4년에 1회 이상 보수교육을 12월 말까지 의무로 수강해야하는데, 축산관련종사자 교육정보시스템(https://www.farmedu.kr/)에 접속해 온라인으로 교육을 이수하거나 이번처럼 집합교육 시 수강하면 된다. <br/><br/>군 관계자는 ""축산관련 종사자 보수교육을 기간 내 이수하지 않으면 과태료 (1회 100만원, 2회 200만원, 3회이상 400만원) 처분을 받게 된다""며 ""교육을받지 않아 불이익을 받는 일이 없으시길 바란다"" 고 당부했다. <br/><br/>또한, 가축사육업의 영업상태가 휴업 또는 폐업일 경우 축산과(041-630-1973, 1975)로 축산업 변경을 신고해줄 것을 당부했다. <br/><br/>/홍성=박재춘기자"
50,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
